Series ID,Region Name,Region Code,01-06-2023
KYNEURN,"Nelson County, KY",21179,3.6
KYNICH1URN,"Nicholas County, KY",21181,4.9
KYOHURN,"Ohio County, KY",21183,5.6
KYOLURN,"Oldham County, KY",21185,3.6
KYOWURN,"Owen County, KY",21187,3.9
KYOWSL9URN,"Owsley County, KY",21189,8.2
KYPEND1URN,"Pendleton County, KY",21191,4
KYPERR3URN,"Perry County, KY",21193,6.5
KYPIKE0URN,"Pike County, KY",21195,8.1
KYPOWE7URN,"Powell County, KY",21197,4.4
KYPULA9URN,"Pulaski County, KY",21199,5.2
KYROBE1URN,"Robertson County, KY",21201,5.4
KYROCK3URN,"Rockcastle County, KY",21203,5.2
KYROWA5URN,"Rowan County, KY",21205,6
KYRUURN,"Russell County, KY",21207,5.6
KYSCOT9URN,"Scott County, KY",21209,3.7
KYSHURN,"Shelby County, KY",21211,3.7
KYSIURN,"Simpson County, KY",21213,4.1
KYSPURN,"Spencer County, KY",21215,3.5
KYTAURN,"Taylor County, KY",21217,4.3
KYTOURN,"Todd County, KY",21219,3.9
KYTRURN,"Trigg County, KY",21221,4.9
KYTIURN,"Trimble County, KY",21223,4.2
KYUNURN,"Union County, KY",21225,5.4
KYWAURN,"Warren County, KY",21227,4.3
KYWSURN,"Washington County, KY",21229,3.7
KYWYURN,"Wayne County, KY",21231,5.9
KYWEURN,"Webster County, KY",21233,5
KYWHIT5URN,"Whitley County, KY",21235,5.3
KYWOLF7URN,"Wolfe County, KY",21237,6.2
KYWOOD9URN,"Woodford County, KY",21239,3.5
LAACAD0URN,"Acadia Parish, LA",22001,4.5
LAALLE3URN,"Allen Parish, LA",22003,5.1
LAASCE0URN,"Ascension Parish, LA",22005,3.5
LAASSU7URN,"Assumption Parish, LA",22007,5.1
LAAVOY9URN,"Avoyelles Parish, LA",22009,5.5
LABEAU1URN,"Beauregard Parish, LA",22011,4.2
LABIEN3URN,"Bienville Parish, LA",22013,4.9
LABOSS5URN,"Bossier Parish, LA",22015,3.8
LACADD7URN,"Caddo Parish, LA",22017,4.9
LACALC9URN,"Calcasieu Parish, LA",22019,4
LACALD1URN,"Caldwell Parish, LA",22021,4.7
LACAME3URN,"Cameron Parish, LA",22023,3.2
LACATA5URN,"Catahoula Parish, LA",22025,5.6
LACLAI7URN,"Claiborne Parish, LA",22027,4.4
LACONC9URN,"Concordia Parish, LA",22029,5.9
LADESO1URN,"De Soto Parish, LA",22031,4.7
LAEAST5URN,"East Baton Rouge Parish, LA",22033,4.2
LAEAST3URN,"East Carroll Parish, LA",22035,10.2
LAEAST7URN,"East Feliciana Parish, LA",22037,4.2
LAEVAN9URN,"Evangeline Parish, LA",22039,5
LAFRAN1URN,"Franklin Parish, LA",22041,6.1
LAGRAN3URN,"Grant Parish, LA",22043,4.5
LAIBER0URN,"Iberia Parish, LA",22045,4.8
LAIBER7URN,"Iberville Parish, LA",22047,5
LAJACK9URN,"Jackson Parish, LA",22049,3.8
LAJEFF5URN,"Jefferson Parish, LA",22051,4
LAJEFF3URN,"Jefferson Davis Parish, LA",22053,4.5
LALAFA7URN,"Lafayette Parish, LA",22055,3.8
LALAFO5URN,"LaFourche Parish, LA",22057,4
LALASA9URN,"La Salle Parish, LA",22059,3.7
LALINC1URN,"Lincoln Parish, LA",22061,5.1
LALIVI7URN,"Livingston Parish, LA",22063,3.5
LAMADI5URN,"Madison Parish, LA",22065,7.1
LAMORE7URN,"Morehouse Parish, LA",22067,6.6
LANATC9URN,"Natchitoches Parish, LA",22069,5.6
LAORLE0URN,"Orleans Parish, LA",22071,5.3
LAOUAC2URN,"Ouachita Parish, LA",22073,4.5
LAPLAQ5URN,"Plaquemines Parish, LA",22075,3.7
LAPOIN7URN,"Pointe Coupee Parish, LA",22077,4.5
LARAPI5URN,"Rapides Parish, LA",22079,4
LAREDR1URN,"Red River Parish, LA",22081,4
LARICH3URN,"Richland Parish, LA",22083,5.5
LASABI5URN,"Sabine Parish, LA",22085,4.5
LASTBE5URN,"St. Bernard Parish, LA",22087,4.8
LASTCH9URN,"St. Charles Parish, LA",22089,3.8
LASTHE1URN,"St. Helena Parish, LA",22091,6.5
LASTJA3URN,"St. James Parish, LA",22093,5.4
LASTJO5URN,"St. John the Baptist Parish, LA",22095,5.1
LASTLA0URN,"St. Landry Parish, LA",22097,5.4
LASTMA9URN,"St. Martin Parish, LA",22099,4.2
LASTMA5URN,"St. Mary Parish, LA",22101,4.8
LASTTA0URN,"St. Tammany Parish, LA",22103,3.9
LATANG5URN,"Tangipahoa Parish, LA",22105,5.4
LATENS7URN,"Tensas Parish, LA",22107,7.7
LATERR5URN,"Terrebonne Parish, LA",22109,4.2
LAUNIO1URN,"Union Parish, LA",22111,4.9
LAVERM3URN,"Vermilion Parish, LA",22113,4.4
LAVERN5URN,"Vernon Parish, LA",22115,4.7
LAWASH7URN,"Washington Parish, LA",22117,5.6
LAWEBS9URN,"Webster Parish, LA",22119,5.2
LAWEST1URN,"West Baton Rouge Parish, LA",22121,4
LAWEST3URN,"West Carroll Parish, LA",22123,6.4
LAWEST5URN,"West Feliciana Parish, LA",22125,3.1
LAWINN7URN,"Winn Parish, LA",22127,5.2
MEANDR0URN,"Androscoggin County, ME",23001,2.7
MEAROO5URN,"Aroostook County, ME",23003,3.7
MECUMB5URN,"Cumberland County, ME",23005,2.2
MEFRAN7URN,"Franklin County, ME",23007,3.5
MEHANC9URN,"Hancock County, ME",23009,2.2
MEKENN7URN,"Kennebec County, ME",23011,2.4
MEKNOX3URN,"Knox County, ME",23013,2.2
MELINC5URN,"Lincoln County, ME",23015,2.2
MEOXFO7URN,"Oxford County, ME",23017,2.8
MEPENO0URN,"Penobscot County, ME",23019,2.7
MEPISC1URN,"Piscataquis County, ME",23021,3.4
MESAGA3URN,"Sagadahoc County, ME",23023,2
MESOME5URN,"Somerset County, ME",23025,3.6
MEWALD7URN,"Waldo County, ME",23027,2.5
MEWASH9URN,"Washington County, ME",23029,3.2
MEYORK0URN,"York County, ME",23031,2.1
MDALLE0URN,"Allegany County, MD",24001,2.1
MDANNE5URN,"Anne Arundel County, MD",24003,1.5
MDBALT0URN,"Baltimore County, MD",24005,1.7
MDCALV9URN,"Calvert County, MD",24009,1.5
MDCARO1URN,"Caroline County, MD",24011,1.6
MDCARR5URN,"Carroll County, MD",24013,1.4
MDCECI0URN,"Cecil County, MD",24015,1.7
MDCHAR0URN,"Charles County, MD",24017,1.8
MDDORC9URN,"Dorchester County, MD",24019,1.8
MDFRED5URN,"Frederick County, MD",24021,1.5
MDGARR3URN,"Garrett County, MD",24023,1.7
MDHARF0URN,"Harford County, MD",24025,1.5
MDHOWA0URN,"Howard County, MD",24027,1.4
MDKENT9URN,"Kent County, MD",24029,1.7
MDMONT0URN,"Montgomery County, MD",24031,1.5
MDPRIN5URN,"Prince George's County, MD",24033,1.7
MDQUEE5URN,"Queen Anne's County, MD",24035,1.5
MDSTMA5URN,"St. Mary's County, MD",24037,1.7
MDSOME9URN,"Somerset County, MD",24039,2.4
MDTALB1URN,"Talbot County, MD",24041,1.6
MDWASH5URN,"Washington County, MD",24043,1.8
MDWICO5URN,"Wicomico County, MD",24045,1.9
MDWORC7URN,"Worcester County, MD",24047,1.9
MDBALT5URN,"Baltimore City, MD",24510,2.3
MABARN1URN,"Barnstable County, MA",25001,2.7
MABERK2URN,"Berkshire County, MA",25003,2.9
MABRIS5URN,"Bristol County, MA",25005,3.2
MADUKE7URN,"Dukes County, MA",25007,2.4
MAESSE9URN,"Essex County, MA",25009,2.9
MAFRAN1URN,"Franklin County, MA",25011,2.3
MAHAMP0URN,"Hampden County, MA",25013,3.5
MAHAMP5URN,"Hampshire County, MA",25015,2.6
MAMIDD7URN,"Middlesex County, MA",25017,2.5
MANANT9URN,"Nantucket County, MA",25019,2.4
MANORF1URN,"Norfolk County, MA",25021,2.6
MAPLYM3URN,"Plymouth County, MA",25023,2.9
MASUFF5URN,"Suffolk County, MA",25025,2.9
MAWORC7URN,"Worcester County, MA",25027,2.9
MIALCO1URN,"Alcona County, MI",26001,6.5
MIALGE3URN,"Alger County, MI",26003,6.3
MIALLE0URN,"Allegan County, MI",26005,3.7
MIALPE7URN,"Alpena County, MI",26007,5.1
MIANTR9URN,"Antrim County, MI",26009,4.7
MIAREN1URN,"Arenac County, MI",26011,6.3
MIBARA3URN,"Baraga County, MI",26013,6.7
MIBARR5URN,"Barry County, MI",26015,3.9
MIBAYC7URN,"Bay County, MI",26017,5.1
MIBENZ9URN,"Benzie County, MI",26019,4.4
MIBERR5URN,"Berrien County, MI",26021,4.6
MIBRAN3URN,"Branch County, MI",26023,4.3
MICALH5URN,"Calhoun County, MI",26025,4.9
MICASS7URN,"Cass County, MI",26027,4.9
MICHAR9URN,"Charlevoix County, MI",26029,4.2
MICHEB1URN,"Cheboygan County, MI",26031,4.9
MICHIP3URN,"Chippewa County, MI",26033,5.8
MICLAR5URN,"Clare County, MI",26035,6.4
MICLIN5URN,"Clinton County, MI",26037,3.8
MICRAW9URN,"Crawford County, MI",26039,5.7
MIDELT1URN,"Delta County, MI",26041,5.1
MIDICK3URN,"Dickinson County, MI",26043,4.1
MIEATO5URN,"Eaton County, MI",26045,3.9
MIEMME7URN,"Emmet County, MI",26047,4.9
MIGENE9URN,"Genesee County, MI",26049,5.4
MIGLAD1URN,"Gladwin County, MI",26051,5.9
MIGOGE3URN,"Gogebic County, MI",26053,5.1
MIGRAN0URN,"Grand Traverse County, MI",26055,3.5
MIGRAT7URN,"Gratiot County, MI",26057,5
MIHILL9URN,"Hillsdale County, MI",26059,4.7
MIHOUG1URN,"Houghton County, MI",26061,5.7
MIHURO3URN,"Huron County, MI",26063,4.6
MIINGH5URN,"Ingham County, MI",26065,4.5
MIIONI5URN,"Ionia County, MI",26067,3.9
MIIOSC9URN,"Iosco County, MI",26069,5.5
MIIRON1URN,"Iron County, MI",26071,5.7
MIISAB0URN,"Isabella County, MI",26073,5.3
MIJACK0URN,"Jackson County, MI",26075,4.4
MIKALA7URN,"Kalamazoo County, MI",26077,4.3
MIKALK9URN,"Kalkaska County, MI",26079,5.3
MIKENT1URN,"Kent County, MI",26081,3.7
MIKEWE3URN,"Keweenaw County, MI",26083,6.8
MILAKE5URN,"Lake County, MI",26085,6.9
MILAPE5URN,"Lapeer County, MI",26087,3.8
MILEEL9URN,"Leelanau County, MI",26089,3.7
MILENA5URN,"Lenawee County, MI",26091,4.7
MILIVI3URN,"Livingston County, MI",26093,2.8
MILUCE5URN,"Luce County, MI",26095,6.2
MIMACK7URN,"Mackinac County, MI",26097,3.5
MIMACO9URN,"Macomb County, MI",26099,3.6
MIMANI1URN,"Manistee County, MI",26101,5.3
MIMARQ5URN,"Marquette County, MI",26103,5.1
MIMASO5URN,"Mason County, MI",26105,4.8
MIMECO7URN,"Mecosta County, MI",26107,6
MIMENO9URN,"Menominee County, MI",26109,4.5
MIMIDL0URN,"Midland County, MI",26111,4.3
MIMISS3URN,"Missaukee County, MI",26113,5.1
MIMONR5URN,"Monroe County, MI",26115,4.5
MIMONT7URN,"Montcalm County, MI",26117,4.8
MIMONT9URN,"Montmorency County, MI",26119,6.9
MIMUSK1URN,"Muskegon County, MI",26121,5
MINEWA3URN,"Newaygo County, MI",26123,4.5
MIOAKL5URN,"Oakland County, MI",26125,3.1
MIOCEA7URN,"Oceana County, MI",26127,5.4
MIOGEM9URN,"Ogemaw County, MI",26129,6.2
MIONTO1URN,"Ontonagon County, MI",26131,8.1
MIOSCE3URN,"Osceola County, MI",26133,5
MIOSCO5URN,"Oscoda County, MI",26135,7.3
MIOTSE7URN,"Otsego County, MI",26137,4.8
MIOTTA0URN,"Ottawa County, MI",26139,3.5
MIPRES1URN,"Presque Isle County, MI",26141,6.2
MIROSC3URN,"Roscommon County, MI",26143,7.1
MISAGI5URN,"Saginaw County, MI",26145,5.5
MISTCL5URN,"St. Clair County, MI",26147,3.7
MISTJO5URN,"St. Joseph County, MI",26149,4.7
MISANI1URN,"Sanilac County, MI",26151,5.3
MISCHO3URN,"Schoolcraft County, MI",26153,6.9
MISHIA0URN,"Shiawassee County, MI",26155,4.7
MITUSC7URN,"Tuscola County, MI",26157,5.4
MIVANB5URN,"Van Buren County, MI",26159,5.1
MIWASH1URN,"Washtenaw County, MI",26161,3.9
MIWAYN3URN,"Wayne County, MI",26163,4.4
MIWEXF5URN,"Wexford County, MI",26165,5.2
MNAITK1URN,"Aitkin County, MN",27001,4.5
MNANOK5URN,"Anoka County, MN",27003,3.4
MNBECK5URN,"Becker County, MN",27005,3
MNBELT7URN,"Beltrami County, MN",27007,4.1
MNBENT9URN,"Benton County, MN",27009,4.1
MNBIGS1URN,"Big Stone County, MN",27011,4.2
MNBLUE5URN,"Blue Earth County, MN",27013,2.8
MNBROW5URN,"Brown County, MN",27015,3.6
MNCARL7URN,"Carlton County, MN",27017,4.1
MNCARV9URN,"Carver County, MN",27019,3.2
MNCASS1URN,"Cass County, MN",27021,4.2
MNCHIP3URN,"Chippewa County, MN",27023,3.6
MNCHIS5URN,"Chisago County, MN",27025,3.6
MNCLAY7URN,"Clay County, MN",27027,2.6
MNCLEA9URN,"Clearwater County, MN",27029,5.5
MNCOOK1URN,"Cook County, MN",27031,3.5
MNCOTT3URN,"Cottonwood County, MN",27033,6.5
MNCROW5URN,"Crow Wing County, MN",27035,3.4
MNDAKO5URN,"Dakota County, MN",27037,3.2
MNDODG9URN,"Dodge County, MN",27039,3.3
MNDOUG1URN,"Douglas County, MN",27041,3
MNFARI3URN,"Faribault County, MN",27043,3.8
MNFILL5URN,"Fillmore County, MN",27045,3
MNFREE7URN,"Freeborn County, MN",27047,3.3
MNGOOD9URN,"Goodhue County, MN",27049,3.2
MNGRAN1URN,"Grant County, MN",27051,3.3
MNHENN3URN,"Hennepin County, MN",27053,3.3
MNHOUS5URN,"Houston County, MN",27055,2.7
MNHUBB7URN,"Hubbard County, MN",27057,4.2
MNISAN9URN,"Isanti County, MN",27059,3.9
MNITAS1URN,"Itasca County, MN",27061,5.2
MNJACK3URN,"Jackson County, MN",27063,4.1
MNKANA5URN,"Kanabec County, MN",27065,4.4
MNKAND7URN,"Kandiyohi County, MN",27067,3.5
MNKITT9URN,"Kittson County, MN",27069,3.9
MNKOOC1URN,"Koochiching County, MN",27071,5.5
MNLACQ3URN,"Lac Qui Parle County, MN",27073,3.7
MNLAKE5URN,"Lake County, MN",27075,4.3
MNLAKE7URN,"Lake of the Woods County, MN",27077,3.5
MNLESU9URN,"Le Sueur County, MN",27079,3.5
MNLINC1URN,"Lincoln County, MN",27081,2.9
MNLYON3URN,"Lyon County, MN",27083,3.2
MNMCLE5URN,"McLeod County, MN",27085,3.9
MNMAHN7URN,"Mahnomen County, MN",27087,5.2
MNMARS9URN,"Marshall County, MN",27089,4
MNMART1URN,"Martin County, MN",27091,3.7
MNMEEK3URN,"Meeker County, MN",27093,3.4
MNMILL5URN,"Mille Lacs County, MN",27095,4.6
MNMORR7URN,"Morrison County, MN",27097,4.2
MNMOWE9URN,"Mower County, MN",27099,3.3
MNMURR1URN,"Murray County, MN",27101,4
MNNICO3URN,"Nicollet County, MN",27103,2.6
MNNOBL5URN,"Nobles County, MN",27105,4.2
MNNORM7URN,"Norman County, MN",27107,4.4
MNOLMS9URN,"Olmsted County, MN",27109,2.6
MNOTTE5URN,"Otter Tail County, MN",27111,3.2
MNPENN3URN,"Pennington County, MN",27113,3.1
MNPINE5URN,"Pine County, MN",27115,4.6
MNPIPE7URN,"Pipestone County, MN",27117,3.1
MNPOLK9URN,"Polk County, MN",27119,3.9
MNPOPE1URN,"Pope County, MN",27121,3
MNRAMS3URN,"Ramsey County, MN",27123,3.3
MNREDL5URN,"Red Lake County, MN",27125,4
MNREDW7URN,"Redwood County, MN",27127,3.6
MNRENV9URN,"Renville County, MN",27129,4.6
MNRICE1URN,"Rice County, MN",27131,3.1
MNROCK3URN,"Rock County, MN",27133,2.6
MNROSE5URN,"Roseau County, MN",27135,3.7
MNSTLO7URN,"St. Louis County, MN",27137,3.9
MNSCOT9URN,"Scott County, MN",27139,3.2
MNSHER1URN,"Sherburne County, MN",27141,3.6
MNSIBL3URN,"Sibley County, MN",27143,3.7
MNSTEA5URN,"Stearns County, MN",27145,3.4
MNSTEE7URN,"Steele County, MN",27147,3.9
MNSTEV9URN,"Stevens County, MN",27149,2.5
MNSWIF1URN,"Swift County, MN",27151,3.6
MNTODD3URN,"Todd County, MN",27153,3.7
MNTRAV5URN,"Traverse County, MN",27155,3.8
MNWABA7URN,"Wabasha County, MN",27157,3.2
MNWADE9URN,"Wadena County, MN",27159,4.7
MNWASE1URN,"Waseca County, MN",27161,4.5
MNWASH5URN,"Washington County, MN",27163,3.1
MNWATO5URN,"Watonwan County, MN",27165,3.7
MNWILK7URN,"Wilkin County, MN",27167,3.1
MNWINO9URN,"Winona County, MN",27169,3.1
MNWRIG0URN,"Wright County, MN",27171,3.4
MNYELL3URN,"Yellow Medicine County, MN",27173,4
MSADAM1URN,"Adams County, MS",28001,5.3
MSALURN,"Alcorn County, MS",28003,3.8
MSAMIT5URN,"Amite County, MS",28005,5.1
MSATURN,"Attala County, MS",28007,4.3
MSBEURN,"Benton County, MS",28009,4.6
MSBOURN,"Bolivar County, MS",28011,4.8
MSCAURN,"Calhoun County, MS",28013,4
MSCRURN,"Carroll County, MS",28015,4.6
MSCHURN,"Chickasaw County, MS",28017,5
MSCOURN,"Choctaw County, MS",28019,3.4
MSCLAI1URN,"Claiborne County, MS",28021,9.7
MSCLAR3URN,"Clarke County, MS",28023,4.6
MSCYURN,"Clay County, MS",28025,3.8
MSCMURN,"Coahoma County, MS",28027,6.5
MSCOPI9URN,"Copiah County, MS",28029,4.4
MSCOVI1URN,"Covington County, MS",28031,3.4
MSDEURN,"De Soto County, MS",28033,3.4
MSFORR0URN,"Forrest County, MS",28035,3.9
MSFRAN7URN,"Franklin County, MS",28037,5.5
MSGEOR9URN,"George County, MS",28039,4.8
MSGREE1URN,"Greene County, MS",28041,5.3
MSGNURN,"Grenada County, MS",28043,4.5
MSHANC5URN,"Hancock County, MS",28045,4.1
MSHARR7URN,"Harrison County, MS",28047,3.7
MSHIND9URN,"Hinds County, MS",28049,3.9
MSHOURN,"Holmes County, MS",28051,7.1
MSHUURN,"Humphreys County, MS",28053,7.9
MSISSA5URN,"Issaquena County, MS",28055,7.6
MSITURN,"Itawamba County, MS",28057,3.6
MSJACK9URN,"Jackson County, MS",28059,4
MSJASP1URN,"Jasper County, MS",28061,4.4
MSJEFF3URN,"Jefferson County, MS",28063,14.1
MSJEFF5URN,"Jefferson Davis County, MS",28065,5.3
MSJONE0URN,"Jones County, MS",28067,4.1
MSKEMP9URN,"Kemper County, MS",28069,5.7
MSLAURN,"Lafayette County, MS",28071,3.3
MSLAMA3URN,"Lamar County, MS",28073,3.1
MSLAUD5URN,"Lauderdale County, MS",28075,4
MSLAWR7URN,"Lawrence County, MS",28077,4.5
MSLEAK9URN,"Leake County, MS",28079,3.9
MSLCURN,"Lee County, MS",28081,3.4
MSLFURN,"Leflore County, MS",28083,5.6
MSLINC5URN,"Lincoln County, MS",28085,3.8
MSLOURN,"Lowndes County, MS",28087,4.1
MSMADI9URN,"Madison County, MS",28089,3.2
MSMARI1URN,"Marion County, MS",28091,4.3
MSMSURN,"Marshall County, MS",28093,4.5
MSMOURN,"Monroe County, MS",28095,4.5
MSMNURN,"Montgomery County, MS",28097,4.2
MSNESH9URN,"Neshoba County, MS",28099,4.3
MSNEWT1URN,"Newton County, MS",28101,4.7
MSNOURN,"Noxubee County, MS",28103,5.8
MSOKURN,"Oktibbeha County, MS",28105,4.2
MSPAURN,"Panola County, MS",28107,4.9
MSPEAR9URN,"Pearl River County, MS",28109,3.9
MSPERR1URN,"Perry County, MS",28111,4.6
MSPIKE3URN,"Pike County, MS",28113,5.1
MSPOURN,"Pontotoc County, MS",28115,3.4
MSPNURN,"Prentiss County, MS",28117,3.4
MSQUURN,"Quitman County, MS",28119,6
MSRANK5URN,"Rankin County, MS",28121,2.9
MSSCOT3URN,"Scott County, MS",28123,3.5
MSSHAR5URN,"Sharkey County, MS",28125,6.4
MSSIMP7URN,"Simpson County, MS",28127,3.7
MSSMIT9URN,"Smith County, MS",28129,3.6
MSSTON1URN,"Stone County, MS",28131,4.4
MSSUURN,"Sunflower County, MS",28133,5.5
MSTAURN,"Tallahatchie County, MS",28135,4.4
MSTTURN,"Tate County, MS",28137,4.1
MSTIURN,"Tippah County, MS",28139,3.7
MSTSURN,"Tishomingo County, MS",28141,3.6
MSTUURN,"Tunica County, MS",28143,4.2
MSUNURN,"Union County, MS",28145,2.8
MSWALT7URN,"Walthall County, MS",28147,5.1
MSWARR5URN,"Warren County, MS",28149,4.5
MSWSURN,"Washington County, MS",28151,6.3
MSWAYN3URN,"Wayne County, MS",28153,4.5
MSWEURN,"Webster County, MS",28155,4
MSWILK7URN,"Wilkinson County, MS",28157,6.3
MSWNURN,"Winston County, MS",28159,4.5
MSYAURN,"Yalobusha County, MS",28161,4.6
MSYAZO3URN,"Yazoo County, MS",28163,4.3
MOADURN,"Adair County, MO",29001,4.3
MOANDR3URN,"Andrew County, MO",29003,3.1
MOATCH5URN,"Atchison County, MO",29005,3.1
MOAUURN,"Audrain County, MO",29007,3.6
MOBAURN,"Barry County, MO",29009,3.7
MOBART1URN,"Barton County, MO",29011,3.5
MOBATE3URN,"Bates County, MO",29013,3.3
MOBENT5URN,"Benton County, MO",29015,4.3
MOBOURN,"Bollinger County, MO",29017,3.4
MOBNURN,"Boone County, MO",29019,2.8
MOBUCH1URN,"Buchanan County, MO",29021,3.2
MOBLURN,"Butler County, MO",29023,4.6
MOCALD5URN,"Caldwell County, MO",29025,3.1
MOCLURN,"Callaway County, MO",29027,3.1
MOCMURN,"Camden County, MO",29029,3.5
MOCPURN,"Cape Girardeau County, MO",29031,3.2
MOCARR3URN,"Carroll County, MO",29033,2.9
MOCTURN,"Carter County, MO",29035,4.4
MOCASS0URN,"Cass County, MO",29037,3.1
MOCEDA9URN,"Cedar County, MO",29039,3.7
MOCHAR1URN,"Chariton County, MO",29041,3
MOCIURN,"Christian County, MO",29043,2.7
MOCKURN,"Clark County, MO",29045,4.2
MOCLAY7URN,"Clay County, MO",29047,2.8
MOCLIN9URN,"Clinton County, MO",29049,3.1
MOCOURN,"Cole County, MO",29051,2.8
MOCOOP3URN,"Cooper County, MO",29053,3.3
MOCWURN,"Crawford County, MO",29055,3.7
MODAURN,"Dade County, MO",29057,3.2
MODLURN,"Dallas County, MO",29059,3.3
MODAVI1URN,"Daviess County, MO",29061,2.8
MODEKA3URN,"De Kalb County, MO",29063,2.9
MODNURN,"Dent County, MO",29065,4.1
MODOURN,"Douglas County, MO",29067,3.4
MODUURN,"Dunklin County, MO",29069,5.2
MOFRURN,"Franklin County, MO",29071,3
MOGAURN,"Gasconade County, MO",29073,2.9
MOGENT5URN,"Gentry County, MO",29075,3.1
MOGRURN,"Greene County, MO",29077,2.9
MOGRUN9URN,"Grundy County, MO",29079,3.6
MOHARR1URN,"Harrison County, MO",29081,3.3
MOHENR3URN,"Henry County, MO",29083,3.4
MOHICK5URN,"Hickory County, MO",29085,3.7
MOHOLT7URN,"Holt County, MO",29087,2.9
MOHOWA9URN,"Howard County, MO",29089,3.5
MOHLURN,"Howell County, MO",29091,4.1
MOIRURN,"Iron County, MO",29093,5.6
MOJACK5URN,"Jackson County, MO",29095,3.4
MOJASP5URN,"Jasper County, MO",29097,3.4
MOJEURN,"Jefferson County, MO",29099,3
MOJOHN1URN,"Johnson County, MO",29101,3.7
MOKNURN,"Knox County, MO",29103,3.2
MOLAURN,"Laclede County, MO",29105,3.3
MOLAFA7URN,"Lafayette County, MO",29107,3.1
MOLWURN,"Lawrence County, MO",29109,3.5
MOLEURN,"Lewis County, MO",29111,3
MOLIURN,"Lincoln County, MO",29113,3.2
MOLINN5URN,"Linn County, MO",29115,3.6
MOLIVI7URN,"Livingston County, MO",29117,2.6
MOMCDO9URN,"McDonald County, MO",29119,3.7
MOMAURN,"Macon County, MO",29121,3.5
MOMDURN,"Madison County, MO",29123,3.9
MOMRURN,"Maries County, MO",29125,3.7
MOMIURN,"Marion County, MO",29127,3.4
MOMERC9URN,"Mercer County, MO",29129,2.7
MOMLURN,"Miller County, MO",29131,3
MOMSURN,"Mississippi County, MO",29133,4
MOMOURN,"Moniteau County, MO",29135,2.9
MOMNURN,"Monroe County, MO",29137,3.4
MOMTURN,"Montgomery County, MO",29139,3.3
MOMORG1URN,"Morgan County, MO",29141,3.7
MONEURN,"New Madrid County, MO",29143,4.2
MONEWT5URN,"Newton County, MO",29145,3.5
MONODA7URN,"Nodaway County, MO",29147,3.2
MOORURN,"Oregon County, MO",29149,4.1
MOOSURN,"Osage County, MO",29151,2.8
MOOZURN,"Ozark County, MO",29153,4.2
MOPEURN,"Pemiscot County, MO",29155,5.5
MOPRURN,"Perry County, MO",29157,2.9
MOPETT9URN,"Pettis County, MO",29159,3.7
MOPHURN,"Phelps County, MO",29161,3.5
MOPIURN,"Pike County, MO",29163,3.5
MOPLAT5URN,"Platte County, MO",29165,2.7
MOPOURN,"Polk County, MO",29167,3.3
MOPUURN,"Pulaski County, MO",29169,4
MOPUTN1URN,"Putnam County, MO",29171,3.1
MORAURN,"Ralls County, MO",29173,3.1
MORNURN,"Randolph County, MO",29175,3.9
MORAYC7URN,"Ray County, MO",29177,3.4
MOREURN,"Reynolds County, MO",29179,3.4
MORIURN,"Ripley County, MO",29181,4.6
MOSTURN,"St. Charles County, MO",29183,2.7
MOSTCL5URN,"St. Clair County, MO",29185,4.3
MOSEURN,"Ste. Genevieve County, MO",29186,3.2
MOSFURN,"St. Francois County, MO",29187,4.2
MOSLURN,"St. Louis County, MO",29189,3.2
MOSALI5URN,"Saline County, MO",29195,3.4
MOSHURN,"Schuyler County, MO",29197,4.7
MOSOURN,"Scotland County, MO",29199,2.7
MOSUURN,"Scott County, MO",29201,3.5
MOSNURN,"Shannon County, MO",29203,4.5
MOSBURN,"Shelby County, MO",29205,2.5
MOSDURN,"Stoddard County, MO",29207,4.2
MOSYURN,"Stone County, MO",29209,3.7
MOSULL1URN,"Sullivan County, MO",29211,3.5
MOTAURN,"Taney County, MO",29213,3.6
MOTEURN,"Texas County, MO",29215,4
MOVERN7URN,"Vernon County, MO",29217,3.7
MOWAURN,"Warren County, MO",29219,3.1
MOWSURN,"Washington County, MO",29221,3.9
MOWYURN,"Wayne County, MO",29223,5.1
MOWEURN,"Webster County, MO",29225,3.2
MOWORT7URN,"Worth County, MO",29227,2.6
MOWRURN,"Wright County, MO",29229,3.9
MOSSURN,"St. Louis City, MO",29510,3.9
MTBEAV1URN,"Beaverhead County, MT",30001,2.1
MTBIGH3URN,"Big Horn County, MT",30003,4.5
MTBLAI5URN,"Blaine County, MT",30005,3.4
MTBROA7URN,"Broadwater County, MT",30007,3.1
MTCARB9URN,"Carbon County, MT",30009,2.6
MTCART1URN,"Carter County, MT",30011,1.9
MTCASC3URN,"Cascade County, MT",30013,2.7
MTCHOU5URN,"Chouteau County, MT",30015,3.1
MTCUST7URN,"Custer County, MT",30017,2.6
MTDANI9URN,"Daniels County, MT",30019,1.8
MTDAWS1URN,"Dawson County, MT",30021,2.7
MTDEER3URN,"Deer Lodge County, MT",30023,2.5
MTFALL5URN,"Fallon County, MT",30025,1.5
MTFERG7URN,"Fergus County, MT",30027,2.5
MTFLAT0URN,"Flathead County, MT",30029,2.9
MTGALL1URN,"Gallatin County, MT",30031,2
MTGARF3URN,"Garfield County, MT",30033,2.6
MTGLAC5URN,"Glacier County, MT",30035,5.6
MTGOLD7URN,"Golden Valley County, MT",30037,2.7
MTGRAN9URN,"Granite County, MT",30039,2.9
