Series ID,Region Name,Region Code,01-06-2023
GAWALT7URN,"Walton County, GA",13297,3.3
GAWARE9URN,"Ware County, GA",13299,3.3
GAWARR1URN,"Warren County, GA",13301,5
GAWASH3URN,"Washington County, GA",13303,4.3
GAWAYN5URN,"Wayne County, GA",13305,3.5
GAWEBS7URN,"Webster County, GA",13307,4
GAWHEE9URN,"Wheeler County, GA",13309,6.2
GAWHIT1URN,"White County, GA",13311,2.6
GAWHIT5URN,"Whitfield County, GA",13313,3.7
GAWILC5URN,"Wilcox County, GA",13315,4.2
GAWILK7URN,"Wilkes County, GA",13317,3.8
GAWILK9URN,"Wilkinson County, GA",13319,3.7
GAWORT1URN,"Worth County, GA",13321,3.4
HIHAWA0URN,"Hawaii County, HI",15001,3.8
HIHONO7URN,"Honolulu County/city, HI",15003,3.3
HIKAUA7URN,"Kauai County, HI",15007,3.2
HIMAUI5URN,"Maui County, HI",15009,3.1
IDADAC1URN,"Ada County, ID",16001,2.7
IDADAM3URN,"Adams County, ID",16003,4.6
IDBANN5URN,"Bannock County, ID",16005,2.9
IDBEAR7URN,"Bear Lake County, ID",16007,2.7
IDBENE9URN,"Benewah County, ID",16009,4.2
IDBING1URN,"Bingham County, ID",16011,2.9
IDBLAI3URN,"Blaine County, ID",16013,2.5
IDBOIS5URN,"Boise County, ID",16015,3.9
IDBONN7URN,"Bonner County, ID",16017,3.5
IDBONN0URN,"Bonneville County, ID",16019,2.5
IDBOUN1URN,"Boundary County, ID",16021,3.5
IDBUTT3URN,"Butte County, ID",16023,3.7
IDCAMA5URN,"Camas County, ID",16025,2.1
IDCANY5URN,"Canyon County, ID",16027,3.4
IDCARI9URN,"Caribou County, ID",16029,2.8
IDCASS1URN,"Cassia County, ID",16031,2.6
IDCLAR3URN,"Clark County, ID",16033,3
IDCLEA5URN,"Clearwater County, ID",16035,4.7
IDCUST7URN,"Custer County, ID",16037,2.9
IDELMO9URN,"Elmore County, ID",16039,3.3
IDFRAN1URN,"Franklin County, ID",16041,2.3
IDFREM3URN,"Fremont County, ID",16043,2.3
IDGEMC5URN,"Gem County, ID",16045,3.4
IDGOOD7URN,"Gooding County, ID",16047,2.7
IDIDAH9URN,"Idaho County, ID",16049,3.7
IDJEFF1URN,"Jefferson County, ID",16051,2.5
IDJERO3URN,"Jerome County, ID",16053,2.8
IDKOOT0URN,"Kootenai County, ID",16055,3
IDLATA7URN,"Latah County, ID",16057,2.9
IDLEMH9URN,"Lemhi County, ID",16059,3.3
IDLEWI1URN,"Lewis County, ID",16061,3.5
IDLINC3URN,"Lincoln County, ID",16063,2.8
IDMADI5URN,"Madison County, ID",16065,2.3
IDMINI7URN,"Minidoka County, ID",16067,2.6
IDNEZP9URN,"Nez Perce County, ID",16069,2.7
IDONEI1URN,"Oneida County, ID",16071,2.3
IDOWYH3URN,"Owyhee County, ID",16073,3.4
IDPAYE5URN,"Payette County, ID",16075,3.8
IDPOWE7URN,"Power County, ID",16077,3.1
IDSHOS9URN,"Shoshone County, ID",16079,4.4
IDTETO1URN,"Teton County, ID",16081,1.9
IDTWIN5URN,"Twin Falls County, ID",16083,3.1
IDVALL5URN,"Valley County, ID",16085,3.2
IDWASH7URN,"Washington County, ID",16087,4
ILADURN,"Adams County, IL",17001,3.9
ILALURN,"Alexander County, IL",17003,7.1
ILBOURN,"Bond County, IL",17005,4.3
ILBOON7URN,"Boone County, IL",17007,6.8
ILBRURN,"Brown County, IL",17009,2.5
ILBURE1URN,"Bureau County, IL",17011,5.6
ILCAURN,"Calhoun County, IL",17013,4.4
ILCARR5URN,"Carroll County, IL",17015,4.1
ILCASS7URN,"Cass County, IL",17017,4.3
ILCHAM9URN,"Champaign County, IL",17019,4.7
ILCHRI1URN,"Christian County, IL",17021,5.4
ILCLAR3URN,"Clark County, IL",17023,4.9
ILCYURN,"Clay County, IL",17025,5.5
ILCNURN,"Clinton County, IL",17027,3.5
ILCOLE3URN,"Coles County, IL",17029,5
ILCOOK1URN,"Cook County, IL",17031,4.5
ILCWURN,"Crawford County, IL",17033,4.2
ILCUMB5URN,"Cumberland County, IL",17035,3.6
ILDEKA5URN,"De Kalb County, IL",17037,4.9
ILDEWI9URN,"De Witt County, IL",17039,4.5
ILDOUG1URN,"Douglas County, IL",17041,4
ILDUPA0URN,"Du Page County, IL",17043,3.5
ILEDGA5URN,"Edgar County, IL",17045,3.8
ILEWURN,"Edwards County, IL",17047,5.4
ILEFURN,"Effingham County, IL",17049,3.1
ILFAURN,"Fayette County, IL",17051,4.8
ILFORD3URN,"Ford County, IL",17053,5
ILFRURN,"Franklin County, IL",17055,5.9
ILFULT7URN,"Fulton County, IL",17057,5.3
ILGAURN,"Gallatin County, IL",17059,6.3
ILGRURN,"Greene County, IL",17061,4.6
ILGRUN3URN,"Grundy County, IL",17063,4.4
ILHAURN,"Hamilton County, IL",17065,3.9
ILHANC7URN,"Hancock County, IL",17067,4.1
ILHRURN,"Hardin County, IL",17069,5.9
ILHEND1URN,"Henderson County, IL",17071,3.9
ILHENR0URN,"Henry County, IL",17073,5
ILIROQ5URN,"Iroquois County, IL",17075,4.5
ILJAURN,"Jackson County, IL",17077,4.9
ILJSURN,"Jasper County, IL",17079,4
ILJEURN,"Jefferson County, IL",17081,5
ILJRURN,"Jersey County, IL",17083,4.2
ILJODA5URN,"Jo Daviess County, IL",17085,3.7
ILJHURN,"Johnson County, IL",17087,6
ILKANE2URN,"Kane County, IL",17089,4.9
ILKANK0URN,"Kankakee County, IL",17091,5.7
ILKEND3URN,"Kendall County, IL",17093,3.9
ILKNOX5URN,"Knox County, IL",17095,5.6
ILLAKE7URN,"Lake County, IL",17097,4.8
ILLASA0URN,"La Salle County, IL",17099,5.6
ILLWURN,"Lawrence County, IL",17101,5.5
ILLEEC3URN,"Lee County, IL",17103,4.5
ILLIVI5URN,"Livingston County, IL",17105,4.2
ILLOGA7URN,"Logan County, IL",17107,4.8
ILMCDO9URN,"McDonough County, IL",17109,5.7
ILMCHE0URN,"McHenry County, IL",17111,3.6
ILMCLE2URN,"McLean County, IL",17113,4.3
ILMACO2URN,"Macon County, IL",17115,6.3
ILMOURN,"Macoupin County, IL",17117,4.3
ILMDURN,"Madison County, IL",17119,4.4
ILMRURN,"Marion County, IL",17121,5.2
ILMARS3URN,"Marshall County, IL",17123,5
ILMASO5URN,"Mason County, IL",17125,5.4
ILMUURN,"Massac County, IL",17127,5.9
ILMENA9URN,"Menard County, IL",17129,3.8
ILMERC1URN,"Mercer County, IL",17131,4.4
ILMYURN,"Monroe County, IL",17133,3.3
ILMGURN,"Montgomery County, IL",17135,5.1
ILMIURN,"Morgan County, IL",17137,4.3
ILMOUL9URN,"Moultrie County, IL",17139,3.6
ILOGLE1URN,"Ogle County, IL",17141,5.1
ILPEOR3URN,"Peoria County, IL",17143,5.5
ILPRURN,"Perry County, IL",17145,5.6
ILPIAT7URN,"Piatt County, IL",17147,4.2
ILPKURN,"Pike County, IL",17149,4.4
ILPOURN,"Pope County, IL",17151,4.2
ILPUURN,"Pulaski County, IL",17153,8.2
ILPUTN5URN,"Putnam County, IL",17155,5
ILRAURN,"Randolph County, IL",17157,4.3
ILRIURN,"Richland County, IL",17159,4.6
ILROCK5URN,"Rock Island County, IL",17161,5
ILSTURN,"St. Clair County, IL",17163,4.9
ILSAURN,"Saline County, IL",17165,5.5
ILSANG7URN,"Sangamon County, IL",17167,4.5
ILSCHU9URN,"Schuyler County, IL",17169,4.1
ILSOURN,"Scott County, IL",17171,4.4
ILSHEL3URN,"Shelby County, IL",17173,4.6
ILSTAR5URN,"Stark County, IL",17175,5.2
ILSTEP7URN,"Stephenson County, IL",17177,4.9
ILTAZE5URN,"Tazewell County, IL",17179,4.6
ILUNURN,"Union County, IL",17181,5.5
ILVERM0URN,"Vermilion County, IL",17183,5.9
ILWAURN,"Wabash County, IL",17185,3.6
ILWARR7URN,"Warren County, IL",17187,4.5
ILWSURN,"Washington County, IL",17189,2.7
ILWYURN,"Wayne County, IL",17191,4.8
ILWHURN,"White County, IL",17193,4.3
ILWHIT5URN,"Whiteside County, IL",17195,4.8
ILWILL7URN,"Will County, IL",17197,4.2
ILWMURN,"Williamson County, IL",17199,4.7
ILWINN1URN,"Winnebago County, IL",17201,6.2
ILWOOD3URN,"Woodford County, IL",17203,4.1
INADAM1URN,"Adams County, IN",18001,2.9
INALLE3URN,"Allen County, IN",18003,3.4
INBART5URN,"Bartholomew County, IN",18005,3
INBENT7URN,"Benton County, IN",18007,2.9
INBLAC9URN,"Blackford County, IN",18009,4.3
INBOON1URN,"Boone County, IN",18011,2.8
INBROW3URN,"Brown County, IN",18013,3.2
INCARR5URN,"Carroll County, IN",18015,3.3
INCASS7URN,"Cass County, IN",18017,4.2
INCLURN,"Clark County, IN",18019,3.4
INCLAY1URN,"Clay County, IN",18021,3.7
INCLIN3URN,"Clinton County, IN",18023,3
INCRURN,"Crawford County, IN",18025,3.5
INDAURN,"Daviess County, IN",18027,2.6
INDEAR9URN,"Dearborn County, IN",18029,3.5
INDECA1URN,"Decatur County, IN",18031,2.9
INDEKA3URN,"De Kalb County, IN",18033,3.2
INDELA5URN,"Delaware County, IN",18035,4.5
INDUURN,"Dubois County, IN",18037,2.8
INELKH0URN,"Elkhart County, IN",18039,4.4
INFAYE1URN,"Fayette County, IN",18041,5
INFLURN,"Floyd County, IN",18043,3.1
INFOUN5URN,"Fountain County, IN",18045,3.3
INFRAN7URN,"Franklin County, IN",18047,3.2
INFULT9URN,"Fulton County, IN",18049,3.6
INGIURN,"Gibson County, IN",18051,2.6
INGRAN0URN,"Grant County, IN",18053,4
INGEURN,"Greene County, IN",18055,4.3
INHAMI5URN,"Hamilton County, IN",18057,2.9
INHANC9URN,"Hancock County, IN",18059,3
INHRURN,"Harrison County, IN",18061,3.1
INHEND0URN,"Hendricks County, IN",18063,3
INHENR5URN,"Henry County, IN",18065,3.8
INHOWA7URN,"Howard County, IN",18067,5.5
INHUNT9URN,"Huntington County, IN",18069,3.3
INJAURN,"Jackson County, IN",18071,3
INJASP3URN,"Jasper County, IN",18073,3.8
INJAYC5URN,"Jay County, IN",18075,3.3
INJEURN,"Jefferson County, IN",18077,3.3
INJENN9URN,"Jennings County, IN",18079,3.4
INJOHN5URN,"Johnson County, IN",18081,2.9
INKNURN,"Knox County, IN",18083,3.3
INKOSC5URN,"Kosciusko County, IN",18085,3.6
INLAGR7URN,"Lagrange County, IN",18087,3.1
INLAKE9URN,"Lake County, IN",18089,5.8
INLAPO0URN,"La Porte County, IN",18091,4.3
INLWURN,"Lawrence County, IN",18093,4.2
INMADI5URN,"Madison County, IN",18095,3.8
INMARI0URN,"Marion County, IN",18097,3.7
INMARS9URN,"Marshall County, IN",18099,3.8
INMTURN,"Martin County, IN",18101,3.1
INMIAM3URN,"Miami County, IN",18103,4.3
INMONR5URN,"Monroe County, IN",18105,3.9
INMONT7URN,"Montgomery County, IN",18107,3
INMORG5URN,"Morgan County, IN",18109,3.3
INNEWT1URN,"Newton County, IN",18111,3.9
INNOBL3URN,"Noble County, IN",18113,4
INOHIO5URN,"Ohio County, IN",18115,3.1
INORURN,"Orange County, IN",18117,3.7
INOWEN9URN,"Owen County, IN",18119,3.8
INPARK1URN,"Parke County, IN",18121,3.6
INPEURN,"Perry County, IN",18123,3.3
INPIURN,"Pike County, IN",18125,3.6
INPORT5URN,"Porter County, IN",18127,4.1
INPSURN,"Posey County, IN",18129,2.9
INPULA1URN,"Pulaski County, IN",18131,3.2
INPUTN3URN,"Putnam County, IN",18133,3.4
INRAND5URN,"Randolph County, IN",18135,3.2
INRIPL7URN,"Ripley County, IN",18137,3.6
INRUSH9URN,"Rush County, IN",18139,3
INSTJO7URN,"St. Joseph County, IN",18141,4.4
INSCURN,"Scott County, IN",18143,3.8
INSHEL5URN,"Shelby County, IN",18145,2.9
INSPURN,"Spencer County, IN",18147,3.2
INSTAR9URN,"Starke County, IN",18149,4.1
INSTEU1URN,"Steuben County, IN",18151,2.9
INSUURN,"Sullivan County, IN",18153,4
INSWURN,"Switzerland County, IN",18155,3.4
INTIPP7URN,"Tippecanoe County, IN",18157,3.6
INTIPT9URN,"Tipton County, IN",18159,3
INUNIO1URN,"Union County, IN",18161,3.4
INVAURN,"Vanderburgh County, IN",18163,3.5
INVERM5URN,"Vermillion County, IN",18165,4.2
INVIGO0URN,"Vigo County, IN",18167,4.2
INWABA9URN,"Wabash County, IN",18169,3.4
INWARR1URN,"Warren County, IN",18171,3.2
INWIURN,"Warrick County, IN",18173,3.2
INWSURN,"Washington County, IN",18175,3.4
INWAYN0URN,"Wayne County, IN",18177,3.7
INWELL9URN,"Wells County, IN",18179,2.9
INWHIT1URN,"White County, IN",18181,3
INWHIT3URN,"Whitley County, IN",18183,2.9
IAADAI1URN,"Adair County, IA",19001,2.3
IAADAM3URN,"Adams County, IA",19003,2.4
IAALLA5URN,"Allamakee County, IA",19005,3.1
IAAPPA7URN,"Appanoose County, IA",19007,3.2
IAAUDU9URN,"Audubon County, IA",19009,2.2
IABENT1URN,"Benton County, IA",19011,3.3
IABLAC2URN,"Black Hawk County, IA",19013,3.3
IABOON5URN,"Boone County, IA",19015,2.8
IABREM7URN,"Bremer County, IA",19017,2.5
IABUCH9URN,"Buchanan County, IA",19019,2.7
IABUEN1URN,"Buena Vista County, IA",19021,2.9
IABUTL3URN,"Butler County, IA",19023,2.9
IACALH5URN,"Calhoun County, IA",19025,2.9
IACARR7URN,"Carroll County, IA",19027,2.5
IACASS9URN,"Cass County, IA",19029,2.7
IACEDA1URN,"Cedar County, IA",19031,3.2
IACERR3URN,"Cerro Gordo County, IA",19033,3.2
IACHER5URN,"Cherokee County, IA",19035,2.5
IACHIC7URN,"Chickasaw County, IA",19037,2.4
IACLAR9URN,"Clarke County, IA",19039,2.8
IACLAY1URN,"Clay County, IA",19041,2.8
IACLAY3URN,"Clayton County, IA",19043,3.4
IACLIN0URN,"Clinton County, IA",19045,3.7
IACRAW7URN,"Crawford County, IA",19047,4.5
IADALL9URN,"Dallas County, IA",19049,2.3
IADAVI1URN,"Davis County, IA",19051,2.5
IADECA3URN,"Decatur County, IA",19053,3
IADELA5URN,"Delaware County, IA",19055,2.3
IADESM7URN,"Des Moines County, IA",19057,4.1
IADICK9URN,"Dickinson County, IA",19059,2.4
IADUBU1URN,"Dubuque County, IA",19061,2.9
IAEMME3URN,"Emmet County, IA",19063,3
IAFAYE5URN,"Fayette County, IA",19065,3
IAFLOY7URN,"Floyd County, IA",19067,3.5
IAFRAN9URN,"Franklin County, IA",19069,2.8
IAFREM1URN,"Fremont County, IA",19071,2.3
IAGREE3URN,"Greene County, IA",19073,3
IAGRUN5URN,"Grundy County, IA",19075,2.8
IAGUTH7URN,"Guthrie County, IA",19077,3
IAHAMI9URN,"Hamilton County, IA",19079,2.8
IAHANC1URN,"Hancock County, IA",19081,2.9
IAHARD3URN,"Hardin County, IA",19083,3.1
IAHARR5URN,"Harrison County, IA",19085,2.9
IAHENR7URN,"Henry County, IA",19087,4
IAHOWA9URN,"Howard County, IA",19089,2.8
IAHUMB1URN,"Humboldt County, IA",19091,2.9
IAIDAC3URN,"Ida County, IA",19093,2
IAIOWA5URN,"Iowa County, IA",19095,2.5
IAJACK7URN,"Jackson County, IA",19097,3.1
IAJASP9URN,"Jasper County, IA",19099,3
IAJEFF1URN,"Jefferson County, IA",19101,2.8
IAJOHN3URN,"Johnson County, IA",19103,2.6
IAJONE5URN,"Jones County, IA",19105,3.1
IAKEOK7URN,"Keokuk County, IA",19107,3.3
IAKOSS9URN,"Kossuth County, IA",19109,2.5
IALEEC1URN,"Lee County, IA",19111,4.2
IALINN0URN,"Linn County, IA",19113,3.6
IALOUI5URN,"Louisa County, IA",19115,3
IALUCA7URN,"Lucas County, IA",19117,2.6
IALYON9URN,"Lyon County, IA",19119,1.9
IAMADI1URN,"Madison County, IA",19121,3.2
IAMAHA3URN,"Mahaska County, IA",19123,2.8
IAMARI5URN,"Marion County, IA",19125,2.2
IAMARS7URN,"Marshall County, IA",19127,5.9
IAMILL9URN,"Mills County, IA",19129,2.8
IAMITC1URN,"Mitchell County, IA",19131,2.4
IAMONO3URN,"Monona County, IA",19133,2.8
IAMONR5URN,"Monroe County, IA",19135,3.1
IAMONT7URN,"Montgomery County, IA",19137,2.7
IAMUSC9URN,"Muscatine County, IA",19139,3.1
IAOBRI1URN,"O'Brien County, IA",19141,2.5
IAOSCE3URN,"Osceola County, IA",19143,2.2
IAPAGE5URN,"Page County, IA",19145,2.7
IAPALO7URN,"Palo Alto County, IA",19147,2.4
IAPLYM9URN,"Plymouth County, IA",19149,2.2
IAPOCA1URN,"Pocahontas County, IA",19151,2.2
IAPOLK3URN,"Polk County, IA",19153,3
IAPOTT5URN,"Pottawattamie County, IA",19155,3
IAPOWE7URN,"Poweshiek County, IA",19157,2.9
IARING9URN,"Ringgold County, IA",19159,2.5
IASACC1URN,"Sac County, IA",19161,2.3
IASCOT3URN,"Scott County, IA",19163,3.7
IASHEL5URN,"Shelby County, IA",19165,2.5
IASIOU7URN,"Sioux County, IA",19167,2
IASTOR7URN,"Story County, IA",19169,2.5
IATAMA1URN,"Tama County, IA",19171,3.4
IATAYL3URN,"Taylor County, IA",19173,2.4
IAUNIO5URN,"Union County, IA",19175,3
IAVANB7URN,"Van Buren County, IA",19177,2.8
IAWAPE9URN,"Wapello County, IA",19179,3.9
IAWARR1URN,"Warren County, IA",19181,2.5
IAWASH3URN,"Washington County, IA",19183,2.6
IAWAYN5URN,"Wayne County, IA",19185,3.1
IAWEBS7URN,"Webster County, IA",19187,3.7
IAWINN9URN,"Winnebago County, IA",19189,3.5
IAWINN1URN,"Winneshiek County, IA",19191,3.1
IAWOOD0URN,"Woodbury County, IA",19193,3
IAWORT5URN,"Worth County, IA",19195,3.1
IAWRIG7URN,"Wright County, IA",19197,2.7
KSALLE1URN,"Allen County, KS",20001,3
KSANDE3URN,"Anderson County, KS",20003,2.5
KSATCH5URN,"Atchison County, KS",20005,4.3
KSBARB7URN,"Barber County, KS",20007,2.8
KSBART9URN,"Barton County, KS",20009,3
KSBOUR1URN,"Bourbon County, KS",20011,3.8
KSBROW3URN,"Brown County, KS",20013,2.8
KSBUTL5URN,"Butler County, KS",20015,3.1
KSCHAS7URN,"Chase County, KS",20017,2.5
KSCHAU9URN,"Chautauqua County, KS",20019,3.1
KSCHER1URN,"Cherokee County, KS",20021,3.2
KSCHEY3URN,"Cheyenne County, KS",20023,2.5
KSCLAR5URN,"Clark County, KS",20025,2.3
KSCLAY7URN,"Clay County, KS",20027,3.1
KSCLOU9URN,"Cloud County, KS",20029,3.3
KSCOFF1URN,"Coffey County, KS",20031,3.7
KSCOMA3URN,"Comanche County, KS",20033,3.2
KSCOWL5URN,"Cowley County, KS",20035,3.6
KSCRAW7URN,"Crawford County, KS",20037,3.3
KSDECA9URN,"Decatur County, KS",20039,3.3
KSDICK1URN,"Dickinson County, KS",20041,3.2
KSDONI3URN,"Doniphan County, KS",20043,3.2
KSDOUG5URN,"Douglas County, KS",20045,3
KSEDWA7URN,"Edwards County, KS",20047,2.8
KSELKC9URN,"Elk County, KS",20049,2.5
KSELLI1URN,"Ellis County, KS",20051,2.2
KSELLS3URN,"Ellsworth County, KS",20053,2.8
KSFINN5URN,"Finney County, KS",20055,2.5
KSFORD7URN,"Ford County, KS",20057,2.5
KSFRAN9URN,"Franklin County, KS",20059,3.1
KSGEAR1URN,"Geary County, KS",20061,4.2
KSGOVE3URN,"Gove County, KS",20063,2.9
KSGRAH5URN,"Graham County, KS",20065,2.4
KSGRAN7URN,"Grant County, KS",20067,3.7
KSGRAY9URN,"Gray County, KS",20069,2.3
KSGREE1URN,"Greeley County, KS",20071,2.4
KSGREE3URN,"Greenwood County, KS",20073,3.2
KSHAMI5URN,"Hamilton County, KS",20075,2.1
KSHARP7URN,"Harper County, KS",20077,2.3
KSHARV9URN,"Harvey County, KS",20079,3.2
KSHASK1URN,"Haskell County, KS",20081,2.1
KSHODG3URN,"Hodgeman County, KS",20083,2.3
KSJACK5URN,"Jackson County, KS",20085,2.7
KSJEFF7URN,"Jefferson County, KS",20087,2.7
KSJEWE9URN,"Jewell County, KS",20089,3.1
KSJOHN1URN,"Johnson County, KS",20091,2.7
KSKEAR3URN,"Kearny County, KS",20093,2.3
KSKING5URN,"Kingman County, KS",20095,2.9
KSKIOW7URN,"Kiowa County, KS",20097,3
KSLABE9URN,"Labette County, KS",20099,3.1
KSLANE1URN,"Lane County, KS",20101,3
KSLEAV0URN,"Leavenworth County, KS",20103,3
KSLINC5URN,"Lincoln County, KS",20105,2.4
KSLINN7URN,"Linn County, KS",20107,4.1
KSLOGA9URN,"Logan County, KS",20109,2
KSLYON1URN,"Lyon County, KS",20111,3.1
KSMCPH3URN,"McPherson County, KS",20113,2.3
KSMARI5URN,"Marion County, KS",20115,2.9
KSMARS7URN,"Marshall County, KS",20117,2.5
KSMEAD9URN,"Meade County, KS",20119,2.3
KSMIAM1URN,"Miami County, KS",20121,2.8
KSMITC3URN,"Mitchell County, KS",20123,2.3
KSMONT5URN,"Montgomery County, KS",20125,3.4
KSMORR7URN,"Morris County, KS",20127,3
KSMORT9URN,"Morton County, KS",20129,2.5
KSNEMA1URN,"Nemaha County, KS",20131,2.1
KSNEOS3URN,"Neosho County, KS",20133,4.2
KSNESS5URN,"Ness County, KS",20135,2.6
KSNORT7URN,"Norton County, KS",20137,2.5
KSOSAG9URN,"Osage County, KS",20139,3
KSOSBO1URN,"Osborne County, KS",20141,2.5
KSOTTA3URN,"Ottawa County, KS",20143,2.7
KSPAWN5URN,"Pawnee County, KS",20145,3.1
KSPHIL7URN,"Phillips County, KS",20147,2.5
KSPOTT9URN,"Pottawatomie County, KS",20149,2.7
KSPRAT1URN,"Pratt County, KS",20151,2.7
KSRAWL3URN,"Rawlins County, KS",20153,2.1
KSRENO5URN,"Reno County, KS",20155,3.3
KSREPU7URN,"Republic County, KS",20157,2.4
KSRICE9URN,"Rice County, KS",20159,2.7
KSRILE0URN,"Riley County, KS",20161,3.1
KSROOK3URN,"Rooks County, KS",20163,3
KSRUSH5URN,"Rush County, KS",20165,2.3
KSRUSS7URN,"Russell County, KS",20167,2.6
KSSALI0URN,"Saline County, KS",20169,2.8
KSSCOT1URN,"Scott County, KS",20171,2.2
KSSEDG3URN,"Sedgwick County, KS",20173,3.4
KSSEWA5URN,"Seward County, KS",20175,2.9
KSSHAW5URN,"Shawnee County, KS",20177,3.1
KSSHER9URN,"Sheridan County, KS",20179,2.2
KSSHER1URN,"Sherman County, KS",20181,2.8
KSSMIT3URN,"Smith County, KS",20183,2.4
KSSTAF5URN,"Stafford County, KS",20185,2.6
KSSTAN7URN,"Stanton County, KS",20187,2.3
KSSTEV9URN,"Stevens County, KS",20189,2.1
KSSUMN1URN,"Sumner County, KS",20191,3.3
KSTHOM3URN,"Thomas County, KS",20193,2.4
KSTREG5URN,"Trego County, KS",20195,2.9
KSWABA7URN,"Wabaunsee County, KS",20197,2.8
KSWALL9URN,"Wallace County, KS",20199,2.4
KSWASH1URN,"Washington County, KS",20201,2.6
KSWICH3URN,"Wichita County, KS",20203,2.4
KSWILS5URN,"Wilson County, KS",20205,3.3
KSWOOD7URN,"Woodson County, KS",20207,3.6
KSWYAN0URN,"Wyandotte County, KS",20209,3.7
KYADURN,"Adair County, KY",21001,5.7
KYALURN,"Allen County, KY",21003,4.4
KYANURN,"Anderson County, KY",21005,3.6
KYBAURN,"Ballard County, KY",21007,5.2
KYBRURN,"Barren County, KY",21009,4.7
KYBATH1URN,"Bath County, KY",21011,5.6
KYBELL3URN,"Bell County, KY",21013,6.3
KYBOON5URN,"Boone County, KY",21015,3.8
KYBOUR7URN,"Bourbon County, KY",21017,4
KYBOYD5URN,"Boyd County, KY",21019,6.2
KYBLURN,"Boyle County, KY",21021,4.7
KYBRAC3URN,"Bracken County, KY",21023,4.4
KYBREA5URN,"Breathitt County, KY",21025,8.4
KYBKURN,"Breckinridge County, KY",21027,5.2
KYBIURN,"Bullitt County, KY",21029,3.9
KYBNURN,"Butler County, KY",21031,4.7
KYCAURN,"Caldwell County, KY",21033,4
KYCLURN,"Calloway County, KY",21035,5.2
KYCAMP0URN,"Campbell County, KY",21037,3.9
KYCRURN,"Carlisle County, KY",21039,3.8
KYCOURN,"Carroll County, KY",21041,3.5
KYCART3URN,"Carter County, KY",21043,8.8
KYCSURN,"Casey County, KY",21045,4.7
KYCHURN,"Christian County, KY",21047,5.4
KYCLAR9URN,"Clark County, KY",21049,4
KYCLAY1URN,"Clay County, KY",21051,7.2
KYCIURN,"Clinton County, KY",21053,5.7
KYCEURN,"Crittenden County, KY",21055,4.4
KYCUURN,"Cumberland County, KY",21057,3.8
KYDAURN,"Daviess County, KY",21059,4.5
KYEDURN,"Edmonson County, KY",21061,5.5
KYELLI3URN,"Elliott County, KY",21063,9.4
KYESTI5URN,"Estill County, KY",21065,5.6
KYFAYE5URN,"Fayette County, KY",21067,3.7
KYFLEM9URN,"Fleming County, KY",21069,4.9
KYFLOY1URN,"Floyd County, KY",21071,6.9
KYFRURN,"Franklin County, KY",21073,3.9
KYFUURN,"Fulton County, KY",21075,5.8
KYGAURN,"Gallatin County, KY",21077,4.3
KYGARR9URN,"Garrard County, KY",21079,4.3
KYGRAN1URN,"Grant County, KY",21081,4.3
KYGVURN,"Graves County, KY",21083,4.5
KYGYURN,"Grayson County, KY",21085,4.9
KYGEURN,"Green County, KY",21087,4.2
KYGREE9URN,"Greenup County, KY",21089,6.8
KYHANC1URN,"Hancock County, KY",21091,
KYHAURN,"Hancock County, KY",21091,4.8
KYHRURN,"Hardin County, KY",21093,4.5
KYHARL5URN,"Harlan County, KY",21095,7.4
KYHARR7URN,"Harrison County, KY",21097,4.2
KYHTURN,"Hart County, KY",21099,4.8
KYHEURN,"Henderson County, KY",21101,4.4
KYHNURN,"Henry County, KY",21103,3.8
KYHCURN,"Hickman County, KY",21105,5.1
KYHOURN,"Hopkins County, KY",21107,5.7
KYJACK9URN,"Jackson County, KY",21109,6.2
KYJEURN,"Jefferson County, KY",21111,4
KYJESS3URN,"Jessamine County, KY",21113,3.8
KYJOHN5URN,"Johnson County, KY",21115,7.4
KYKENT7URN,"Kenton County, KY",21117,3.9
KYKNOT9URN,"Knott County, KY",21119,7.5
KYKNOX1URN,"Knox County, KY",21121,6.4
KYLAURN,"Larue County, KY",21123,4.6
KYLAUR5URN,"Laurel County, KY",21125,4.9
KYLAWR7URN,"Lawrence County, KY",21127,5.9
KYLEEC9URN,"Lee County, KY",21129,7.2
KYLESL1URN,"Leslie County, KY",21131,7.8
KYLETC3URN,"Letcher County, KY",21133,7.3
KYLEWI5URN,"Lewis County, KY",21135,8.4
KYLINC7URN,"Lincoln County, KY",21137,5.3
KYLVURN,"Livingston County, KY",21139,5.3
KYLOURN,"Logan County, KY",21141,4.1
KYLYURN,"Lyon County, KY",21143,4.5
KYMCURN,"McCracken County, KY",21145,4.3
KYMCCR7URN,"McCreary County, KY",21147,6.3
KYMLURN,"McLean County, KY",21149,5.1
KYMADI0URN,"Madison County, KY",21151,4.4
KYMAGO3URN,"Magoffin County, KY",21153,9.7
KYMIURN,"Marion County, KY",21155,3.7
KYMSURN,"Marshall County, KY",21157,4.3
KYMART9URN,"Martin County, KY",21159,9.1
KYMASO1URN,"Mason County, KY",21161,5.4
KYMEURN,"Meade County, KY",21163,4.9
KYMENI5URN,"Menifee County, KY",21165,6.1
KYMUURN,"Mercer County, KY",21167,4.5
KYMFURN,"Metcalfe County, KY",21169,5
KYMYURN,"Monroe County, KY",21171,4.1
KYMONT3URN,"Montgomery County, KY",21173,4.8
KYMORG5URN,"Morgan County, KY",21175,6
KYMHURN,"Muhlenberg County, KY",21177,6.7
